"Frequency Response"
"Axis-2: 1 - 1000Hz, MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
147,700.000000,-39.748429,-260.515658,700.000000,-39.763596,-259.934930
148,705.000000,-40.134649,-259.384598,705.000000,-40.150795,-258.831130
149,710.000000,-40.973151,-255.034768,710.000000,-40.993503,-254.541063
150,715.000000,-41.089096,-250.996782,715.000000,-41.114311,-250.520270
151,720.000000,-42.070312,-242.192232,720.000000,-42.102390,-241.794388
152,725.000000,-41.630620,-229.647245,725.000000,-41.677281,-229.287283
153,730.000000,-40.914449,-222.520684,730.000000,-40.972038,-222.174444
154,735.000000,-38.861722,-217.515205,735.000000,-38.940117,-217.121005
155,740.000000,-36.788671,-224.722382,740.000000,-36.877978,-224.144816
156,745.000000,-34.863977,-231.239242,745.000000,-34.962497,-230.441291
157,750.000000,-33.939105,-241.721574,750.000000,-34.022731,-240.717387
158,755.000000,-34.207812,-255.444924,755.000000,-34.251761,-254.369961
159,760.000000,-35.526022,-261.117878,760.000000,-35.549622,-260.172900
160,765.000000,-36.353743,-260.494041,765.000000,-36.376517,-259.636395
161,770.000000,-36.407740,-260.610802,770.000000,-36.430104,-259.758142
162,775.000000,-37.015871,-263.910009,775.000000,-37.029705,-263.107974
163,780.000000,-37.841778,-262.191806,780.000000,-37.857592,-261.465350
164,785.000000,-37.297091,-258.694749,785.000000,-37.321077,-257.929906
165,790.000000,-36.721572,-259.718037,790.000000,-36.745045,-258.897961
166,795.000000,-36.387387,-262.967444,795.000000,-36.404470,-262.107172
167,800.000000,-36.094146,-270.220135,800.000000,-36.094691,-269.321874
168,805.000000,-36.959376,-275.059922,805.000000,-36.949367,-274.249011
169,810.000000,-37.746856,-278.611365,810.000000,-37.730699,-277.875707
170,815.000000,-38.454811,-275.805033,815.000000,-38.444924,-275.123238
171,820.000000,-38.074953,-277.203600,820.000000,-38.062016,-276.493055
172,825.000000,-38.617427,-278.918939,825.000000,-38.602207,-278.254065
173,830.000000,-38.717663,-279.063134,830.000000,-38.702361,-278.406146
174,835.000000,-38.693430,-281.250804,835.000000,-38.674277,-280.596181
175,840.000000,-39.542783,-281.753352,840.000000,-39.524578,-281.160838
176,845.000000,-39.560871,-281.856939,845.000000,-39.542541,-281.265872
177,850.000000,-39.612835,-281.866258,850.000000,-39.594597,-281.278743
178,855.000000,-39.824706,-283.325437,855.000000,-39.804685,-282.755217
179,860.000000,-40.067774,-284.510315,860.000000,-40.046557,-283.958590
180,865.000000,-40.002569,-285.367781,865.000000,-39.979932,-284.814023
181,870.000000,-40.395287,-286.041252,870.000000,-40.372691,-285.513723
182,875.000000,-40.622928,-288.861373,875.000000,-40.597091,-288.355194
183,880.000000,-41.279224,-288.152488,880.000000,-41.256132,-287.681348
184,885.000000,-41.188729,-290.454476,885.000000,-41.162508,-289.984886
185,890.000000,-41.344813,-289.228738,890.000000,-41.320561,-288.764042
186,895.000000,-41.799289,-289.894363,895.000000,-41.775484,-289.455196
187,900.000000,-41.947037,-289.031615,900.000000,-41.924621,-288.597621
188,905.000000,-42.094889,-287.208828,905.000000,-42.074921,-286.777816
189,910.000000,-42.102820,-287.910053,910.000000,-42.082071,-287.481059
