"Frequency Response"
"MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
163,780.000000,-34.922446,-253.693619,780.000000,-34.967368,-252.711997
164,785.000000,-34.787829,-255.868228,785.000000,-34.827731,-254.860340
165,790.000000,-34.992392,-258.231892,790.000000,-35.025174,-257.237265
166,795.000000,-35.133667,-261.837696,795.000000,-35.156533,-260.847102
167,800.000000,-35.301109,-263.678793,800.000000,-35.318781,-262.702554
168,805.000000,-35.767117,-268.140591,805.000000,-35.772852,-267.208903
169,810.000000,-36.372055,-267.707682,810.000000,-36.378327,-266.838971
170,815.000000,-36.807678,-268.455322,815.000000,-36.811963,-267.628558
171,820.000000,-36.995300,-267.639714,820.000000,-37.001219,-266.831163
172,825.000000,-37.155126,-268.075942,825.000000,-37.160006,-267.281812
173,830.000000,-37.168750,-267.006615,830.000000,-37.175861,-266.214569
174,835.000000,-37.245223,-268.207294,835.000000,-37.249771,-267.421271
175,840.000000,-37.435111,-265.359320,840.000000,-37.445325,-264.592941
176,845.000000,-37.544991,-267.660507,845.000000,-37.550456,-266.901492
177,850.000000,-37.123172,-269.269942,850.000000,-37.125555,-268.472271
178,855.000000,-37.916680,-269.129160,855.000000,-37.919059,-268.401160
179,860.000000,-37.251346,-272.272375,860.000000,-37.247436,-271.486375
180,865.000000,-37.546183,-272.405510,865.000000,-37.542109,-271.645802
181,870.000000,-37.429258,-277.148196,870.000000,-37.415491,-276.382648
182,875.000000,-37.537459,-276.550895,875.000000,-37.525050,-275.793996
183,880.000000,-38.032280,-278.482676,880.000000,-38.016866,-277.770621
184,885.000000,-38.189188,-282.779150,885.000000,-38.166120,-282.089015
185,890.000000,-38.386333,-281.915372,890.000000,-38.365317,-281.238655
186,895.000000,-38.314754,-282.155835,895.000000,-38.293134,-281.474081
187,900.000000,-38.742735,-284.008034,900.000000,-38.718950,-283.363756
188,905.000000,-38.987445,-282.603027,905.000000,-38.966648,-281.973222
189,910.000000,-39.014591,-285.561664,910.000000,-38.988959,-284.941561
190,915.000000,-39.473198,-284.952634,915.000000,-39.449813,-284.362868
191,920.000000,-39.460433,-287.028117,920.000000,-39.433777,-286.443364
192,925.000000,-39.973885,-287.078502,925.000000,-39.948663,-286.527555
193,930.000000,-39.825391,-287.594205,930.000000,-39.798974,-287.035253
194,935.000000,-40.097940,-288.500159,935.000000,-40.071029,-287.961227
195,940.000000,-40.172131,-288.656032,940.000000,-40.145226,-288.122173
196,945.000000,-40.430239,-289.333558,945.000000,-40.403182,-288.817426
197,950.000000,-40.461448,-288.401257,950.000000,-40.435763,-287.884190
198,955.000000,-40.512776,-290.459520,955.000000,-40.484449,-289.951819
199,960.000000,-40.949574,-290.918681,960.000000,-40.922035,-290.437384
200,965.000000,-41.031368,-291.905254,965.000000,-41.002841,-291.431622
201,970.000000,-41.187946,-290.684634,970.000000,-41.161437,-290.215694
202,975.000000,-40.897324,-291.375451,975.000000,-40.869034,-290.892698
203,980.000000,-41.404043,-292.478702,980.000000,-41.376015,-292.026837
204,985.000000,-41.047092,-293.200932,985.000000,-41.016996,-292.732492
205,990.000000,-41.471210,-292.139908,990.000000,-41.443799,-291.690467
206,995.000000,-41.561428,-294.741852,995.000000,-41.531254,-294.305591
207,1000.000000,-41.501913,-296.918065,1000.000000,-41.469018,-296.486672
